gene_ID	gene_names	baseMean	log2FoldChange	lfcSE	pvalue	padj	miR430	mitochondrial	DE
ENSDARG00000010610	ENSDARG00000010610	sarm1	16.3393750951669	-0.452443153542321	0.865188452456331	0.0370737820383923	0.392193906839213	FALSE	FALSE	not DE
ENSDARG00000077513	ENSDARG00000077513	ppp1r3da	18.404282394532	-0.446237700328812	0.750430162273085	0.0282204864283528	0.344283527959065	FALSE	FALSE	not DE
ENSDARG00000096817	ENSDARG00000096817	CR854832.1	43.933078734264	-0.44265177548601	0.87254831689361	0.0392208259922034	0.404869205638457	FALSE	FALSE	not DE
ENSDARG00000059150	ENSDARG00000059150	tmem107	7.59282773924289	-0.44259278682016	0.921751672664467	0.0397772210708527	0.406007190949217	FALSE	FALSE	not DE
ENSDARG00000039356	ENSDARG00000039356	zgc:194209	15.4891385072316	-0.439115650320334	0.937469156836436	0.0395299994876959	0.405838123074264	FALSE	FALSE	not DE
ENSDARG00000035978	ENSDARG00000035978	ube3c	26.1082625996819	-0.43754510970792	0.81140089386272	0.0359924626230645	0.387935030442899	FALSE	FALSE	not DE
ENSDARG00000074111	ENSDARG00000074111	bcdin3d	10.9719693972213	-0.436761984596394	0.986653448134155	0.0341750916536749	0.381823165378064	FALSE	FALSE	not DE
ENSDARG00000043360	ENSDARG00000043360	dph3	6.6872440847859	-0.433872634818142	0.859818740546861	0.0402929653007577	0.408941256895697	FALSE	FALSE	not DE
ENSDARG00000006396	ENSDARG00000006396	nrcama	8.41616918317418	-0.426441338023915	1.00349507336549	0.0301366822193696	0.357121345638131	FALSE	FALSE	not DE
ENSDARG00000103961	ENSDARG00000103961	poln	6.73716580648891	-0.424473806333736	0.925786719634429	0.0417727604685329	0.41500987045135	FALSE	FALSE	not DE
ENSDARG00000046054	ENSDARG00000046054	CT027815.1	6.39490236073939	-0.423046699271604	0.865480318576688	0.0426899868070402	0.417832310071456	FALSE	FALSE	not DE
